season,round,race_name,circuit,country,date,position,constructor_name,points,points_this_round,leader_points,points_gap,total_rounds,season_progress_pct
2021,1,Bahrain Grand Prix,Sakhir,Bahrain,2021-03-28,7,Alfa Romeo Racing,0.0,0.0,41.0,41.0,22,4.5
2021,2,Emilia Romagna Grand Prix,Imola,Italy,2021-04-18,8,Alfa Romeo Racing,0.0,0.0,60.0,60.0,22,9.1
2021,3,Portuguese Grand Prix,Portimão,Portugal,2021-05-02,8,Alfa Romeo Racing,0.0,0.0,101.0,101.0,22,13.6
2021,4,Spanish Grand Prix,Barcelona,Spain,2021-05-09,8,Alfa Romeo Racing,0.0,0.0,141.0,141.0,22,18.2
2021,5,Monaco Grand Prix,Monte Carlo,Monaco,2021-05-23,8,Alfa Romeo Racing,1.0,1.0,149.0,148.0,22,22.7
2021,6,Azerbaijan Grand Prix,Baku,Azerbaijan,2021-06-06,8,Alfa Romeo Racing,2.0,1.0,174.0,172.0,22,27.3
2021,7,French Grand Prix,Le Castellet,France,2021-06-20,8,Alfa Romeo Racing,2.0,0.0,215.0,213.0,22,31.8
2021,8,Styrian Grand Prix,Spielberg,Austria,2021-06-27,8,Alfa Romeo Racing,2.0,0.0,252.0,250.0,22,36.4
2021,9,Austrian Grand Prix,Spielberg,Austria,2021-07-04,8,Alfa Romeo Racing,2.0,0.0,286.0,284.0,22,40.9
2021,10,British Grand Prix,Silverstone,Great Britain,2021-07-18,8,Alfa Romeo Racing,2.0,0.0,286.0,284.0,22,45.5
2021,11,Hungarian Grand Prix,Budapest,Hungary,2021-08-01,9,Alfa Romeo Racing,3.0,1.0,300.0,297.0,22,50.0
2021,12,Belgian Grand Prix,Spa-Francorchamps,Belgium,2021-08-29,9,Alfa Romeo Racing,3.0,0.0,307.5,304.5,22,54.5
2021,13,Dutch Grand Prix,Zandvoort,Netherlands,2021-09-05,9,Alfa Romeo Racing,3.0,0.0,341.5,338.5,22,59.1
2021,14,Italian Grand Prix,Monza,Italy,2021-09-12,9,Alfa Romeo Racing,3.0,0.0,356.5,353.5,22,63.6
2021,15,Russian Grand Prix,Sochi,Russia,2021-09-26,9,Alfa Romeo Racing,7.0,4.0,391.5,384.5,22,68.2
2021,16,Turkish Grand Prix,Istanbul,Turkey,2021-10-10,9,Alfa Romeo Racing,7.0,0.0,427.5,420.5,22,72.7
2021,17,United States Grand Prix,Austin,United States,2021-10-24,9,Alfa Romeo Racing,7.0,0.0,454.5,447.5,22,77.3
2021,18,Mexico City Grand Prix,Mexico City,Mexico,2021-11-07,9,Alfa Romeo Racing,11.0,4.0,472.5,461.5,22,81.8
2021,19,São Paulo Grand Prix,São Paulo,Brazil,2021-11-14,9,Alfa Romeo Racing,11.0,0.0,512.5,501.5,22,86.4
2021,20,Qatar Grand Prix,Lusail,Qatar,2021-11-21,9,Alfa Romeo Racing,11.0,0.0,537.5,526.5,22,90.9
2021,21,Saudi Arabian Grand Prix,Jeddah,Saudi Arabia,2021-12-05,9,Alfa Romeo Racing,13.0,2.0,578.5,565.5,22,95.5
2021,22,Abu Dhabi Grand Prix,Yas Island,Abu Dhabi,2021-12-12,9,Alfa Romeo Racing,13.0,0.0,604.5,591.5,22,100.0
2021,1,Bahrain Grand Prix,Sakhir,Bahrain,2021-03-28,5,AlphaTauri,2.0,2.0,41.0,39.0,22,4.5
2021,2,Emilia Romagna Grand Prix,Imola,Italy,2021-04-18,5,AlphaTauri,8.0,6.0,60.0,52.0,22,9.1
2021,3,Portuguese Grand Prix,Portimão,Portugal,2021-05-02,6,AlphaTauri,9.0,1.0,101.0,92.0,22,13.6
2021,4,Spanish Grand Prix,Barcelona,Spain,2021-05-09,6,AlphaTauri,10.0,1.0,141.0,131.0,22,18.2
2021,5,Monaco Grand Prix,Monte Carlo,Monaco,2021-05-23,6,AlphaTauri,18.0,8.0,149.0,131.0,22,22.7
2021,6,Azerbaijan Grand Prix,Baku,Azerbaijan,2021-06-06,5,AlphaTauri,39.0,21.0,174.0,135.0,22,27.3
2021,7,French Grand Prix,Le Castellet,France,2021-06-20,5,AlphaTauri,45.0,6.0,215.0,170.0,22,31.8
2021,8,Styrian Grand Prix,Spielberg,Austria,2021-06-27,5,AlphaTauri,46.0,1.0,252.0,206.0,22,36.4
2021,9,Austrian Grand Prix,Spielberg,Austria,2021-07-04,5,AlphaTauri,48.0,2.0,286.0,238.0,22,40.9
2021,10,British Grand Prix,Silverstone,Great Britain,2021-07-18,5,AlphaTauri,49.0,1.0,286.0,237.0,22,45.5
2021,11,Hungarian Grand Prix,Budapest,Hungary,2021-08-01,6,AlphaTauri,68.0,19.0,300.0,232.0,22,50.0
2021,12,Belgian Grand Prix,Spa-Francorchamps,Belgium,2021-08-29,6,AlphaTauri,72.0,4.0,307.5,235.5,22,54.5
2021,13,Dutch Grand Prix,Zandvoort,Netherlands,2021-09-05,6,AlphaTauri,84.0,12.0,341.5,257.5,22,59.1
2021,14,Italian Grand Prix,Monza,Italy,2021-09-12,6,AlphaTauri,84.0,0.0,356.5,272.5,22,63.6
2021,15,Russian Grand Prix,Sochi,Russia,2021-09-26,6,AlphaTauri,84.0,0.0,391.5,307.5,22,68.2
2021,16,Turkish Grand Prix,Istanbul,Turkey,2021-10-10,6,AlphaTauri,92.0,8.0,427.5,335.5,22,72.7
2021,17,United States Grand Prix,Austin,United States,2021-10-24,6,AlphaTauri,94.0,2.0,454.5,360.5,22,77.3
2021,18,Mexico City Grand Prix,Mexico City,Mexico,2021-11-07,5,AlphaTauri,106.0,12.0,472.5,366.5,22,81.8
2021,19,São Paulo Grand Prix,São Paulo,Brazil,2021-11-14,5,AlphaTauri,112.0,6.0,512.5,400.5,22,86.4
2021,20,Qatar Grand Prix,Lusail,Qatar,2021-11-21,6,AlphaTauri,112.0,0.0,537.5,425.5,22,90.9
2021,21,Saudi Arabian Grand Prix,Jeddah,Saudi Arabia,2021-12-05,6,AlphaTauri,120.0,8.0,578.5,458.5,22,95.5
2021,22,Abu Dhabi Grand Prix,Yas Island,Abu Dhabi,2021-12-12,6,AlphaTauri,142.0,22.0,604.5,462.5,22,100.0
2021,1,Bahrain Grand Prix,Sakhir,Bahrain,2021-03-28,8,Alpine,0.0,0.0,41.0,41.0,22,4.5
2021,2,Emilia Romagna Grand Prix,Imola,Italy,2021-04-18,7,Alpine,3.0,3.0,60.0,57.0,22,9.1
2021,3,Portuguese Grand Prix,Portimão,Portugal,2021-05-02,5,Alpine,13.0,10.0,101.0,88.0,22,13.6
2021,4,Spanish Grand Prix,Barcelona,Spain,2021-05-09,5,Alpine,15.0,2.0,141.0,126.0,22,18.2
2021,5,Monaco Grand Prix,Monte Carlo,Monaco,2021-05-23,7,Alpine,17.0,2.0,149.0,132.0,22,22.7
2021,6,Azerbaijan Grand Prix,Baku,Azerbaijan,2021-06-06,7,Alpine,25.0,8.0,174.0,149.0,22,27.3
2021,7,French Grand Prix,Le Castellet,France,2021-06-20,7,Alpine,29.0,4.0,215.0,186.0,22,31.8
2021,8,Styrian Grand Prix,Spielberg,Austria,2021-06-27,7,Alpine,31.0,2.0,252.0,221.0,22,36.4
2021,9,Austrian Grand Prix,Spielberg,Austria,2021-07-04,7,Alpine,32.0,1.0,286.0,254.0,22,40.9
2021,10,British Grand Prix,Silverstone,Great Britain,2021-07-18,7,Alpine,40.0,8.0,286.0,246.0,22,45.5
2021,11,Hungarian Grand Prix,Budapest,Hungary,2021-08-01,5,Alpine,77.0,37.0,300.0,223.0,22,50.0
2021,12,Belgian Grand Prix,Spa-Francorchamps,Belgium,2021-08-29,5,Alpine,80.0,3.0,307.5,227.5,22,54.5
2021,13,Dutch Grand Prix,Zandvoort,Netherlands,2021-09-05,5,Alpine,90.0,10.0,341.5,251.5,22,59.1
2021,14,Italian Grand Prix,Monza,Italy,2021-09-12,5,Alpine,95.0,5.0,356.5,261.5,22,63.6
2021,15,Russian Grand Prix,Sochi,Russia,2021-09-26,5,Alpine,103.0,8.0,391.5,288.5,22,68.2
2021,16,Turkish Grand Prix,Istanbul,Turkey,2021-10-10,5,Alpine,104.0,1.0,427.5,323.5,22,72.7
2021,17,United States Grand Prix,Austin,United States,2021-10-24,5,Alpine,104.0,0.0,454.5,350.5,22,77.3
2021,18,Mexico City Grand Prix,Mexico City,Mexico,2021-11-07,6,Alpine,106.0,2.0,472.5,366.5,22,81.8
2021,19,São Paulo Grand Prix,São Paulo,Brazil,2021-11-14,6,Alpine,112.0,6.0,512.5,400.5,22,86.4
2021,20,Qatar Grand Prix,Lusail,Qatar,2021-11-21,5,Alpine,137.0,25.0,537.5,400.5,22,90.9
2021,21,Saudi Arabian Grand Prix,Jeddah,Saudi Arabia,2021-12-05,5,Alpine,149.0,12.0,578.5,429.5,22,95.5
2021,22,Abu Dhabi Grand Prix,Yas Island,Abu Dhabi,2021-12-12,5,Alpine,155.0,6.0,604.5,449.5,22,100.0
2021,1,Bahrain Grand Prix,Sakhir,Bahrain,2021-03-28,6,Aston Martin,1.0,1.0,41.0,40.0,22,4.5
2021,2,Emilia Romagna Grand Prix,Imola,Italy,2021-04-18,6,Aston Martin,5.0,4.0,60.0,55.0,22,9.1
2021,3,Portuguese Grand Prix,Portimão,Portugal,2021-05-02,7,Aston Martin,5.0,0.0,101.0,96.0,22,13.6
2021,4,Spanish Grand Prix,Barcelona,Spain,2021-05-09,7,Aston Martin,5.0,0.0,141.0,136.0,22,18.2
2021,5,Monaco Grand Prix,Monte Carlo,Monaco,2021-05-23,5,Aston Martin,19.0,14.0,149.0,130.0,22,22.7
2021,6,Azerbaijan Grand Prix,Baku,Azerbaijan,2021-06-06,6,Aston Martin,37.0,18.0,174.0,137.0,22,27.3
2021,7,French Grand Prix,Le Castellet,France,2021-06-20,6,Aston Martin,40.0,3.0,215.0,175.0,22,31.8
2021,8,Styrian Grand Prix,Spielberg,Austria,2021-06-27,6,Aston Martin,44.0,4.0,252.0,208.0,22,36.4
2021,9,Austrian Grand Prix,Spielberg,Austria,2021-07-04,6,Aston Martin,44.0,0.0,286.0,242.0,22,40.9
2021,10,British Grand Prix,Silverstone,Great Britain,2021-07-18,6,Aston Martin,48.0,4.0,286.0,238.0,22,45.5
2021,11,Hungarian Grand Prix,Budapest,Hungary,2021-08-01,7,Aston Martin,48.0,0.0,300.0,252.0,22,50.0
2021,12,Belgian Grand Prix,Spa-Francorchamps,Belgium,2021-08-29,7,Aston Martin,53.0,5.0,307.5,254.5,22,54.5
2021,13,Dutch Grand Prix,Zandvoort,Netherlands,2021-09-05,7,Aston Martin,53.0,0.0,341.5,288.5,22,59.1
2021,14,Italian Grand Prix,Monza,Italy,2021-09-12,7,Aston Martin,59.0,6.0,356.5,297.5,22,63.6
2021,15,Russian Grand Prix,Sochi,Russia,2021-09-26,7,Aston Martin,59.0,0.0,391.5,332.5,22,68.2
2021,16,Turkish Grand Prix,Istanbul,Turkey,2021-10-10,7,Aston Martin,61.0,2.0,427.5,366.5,22,72.7
2021,17,United States Grand Prix,Austin,United States,2021-10-24,7,Aston Martin,62.0,1.0,454.5,392.5,22,77.3
2021,18,Mexico City Grand Prix,Mexico City,Mexico,2021-11-07,7,Aston Martin,68.0,6.0,472.5,404.5,22,81.8
2021,19,São Paulo Grand Prix,São Paulo,Brazil,2021-11-14,7,Aston Martin,68.0,0.0,512.5,444.5,22,86.4
2021,20,Qatar Grand Prix,Lusail,Qatar,2021-11-21,7,Aston Martin,77.0,9.0,537.5,460.5,22,90.9
2021,21,Saudi Arabian Grand Prix,Jeddah,Saudi Arabia,2021-12-05,7,Aston Martin,77.0,0.0,578.5,501.5,22,95.5
2021,22,Abu Dhabi Grand Prix,Yas Island,Abu Dhabi,2021-12-12,7,Aston Martin,77.0,0.0,604.5,527.5,22,100.0
2021,1,Bahrain Grand Prix,Sakhir,Bahrain,2021-03-28,4,Ferrari,12.0,12.0,41.0,29.0,22,4.5
2021,2,Emilia Romagna Grand Prix,Imola,Italy,2021-04-18,4,Ferrari,34.0,22.0,60.0,26.0,22,9.1
2021,3,Portuguese Grand Prix,Portimão,Portugal,2021-05-02,4,Ferrari,42.0,8.0,101.0,59.0,22,13.6
2021,4,Spanish Grand Prix,Barcelona,Spain,2021-05-09,4,Ferrari,60.0,18.0,141.0,81.0,22,18.2
2021,5,Monaco Grand Prix,Monte Carlo,Monaco,2021-05-23,4,Ferrari,78.0,18.0,149.0,71.0,22,22.7
2021,6,Azerbaijan Grand Prix,Baku,Azerbaijan,2021-06-06,3,Ferrari,94.0,16.0,174.0,80.0,22,27.3
2021,7,French Grand Prix,Le Castellet,France,2021-06-20,4,Ferrari,94.0,0.0,215.0,121.0,22,31.8
2021,8,Styrian Grand Prix,Spielberg,Austria,2021-06-27,4,Ferrari,108.0,14.0,252.0,144.0,22,36.4
2021,9,Austrian Grand Prix,Spielberg,Austria,2021-07-04,4,Ferrari,122.0,14.0,286.0,164.0,22,40.9
2021,10,British Grand Prix,Silverstone,Great Britain,2021-07-18,4,Ferrari,148.0,26.0,286.0,138.0,22,45.5
2021,11,Hungarian Grand Prix,Budapest,Hungary,2021-08-01,3,Ferrari,163.0,15.0,300.0,137.0,22,50.0
2021,12,Belgian Grand Prix,Spa-Francorchamps,Belgium,2021-08-29,4,Ferrari,165.5,2.5,307.5,142.0,22,54.5
2021,13,Dutch Grand Prix,Zandvoort,Netherlands,2021-09-05,3,Ferrari,181.5,16.0,341.5,160.0,22,59.1
2021,14,Italian Grand Prix,Monza,Italy,2021-09-12,4,Ferrari,201.5,20.0,356.5,155.0,22,63.6
2021,15,Russian Grand Prix,Sochi,Russia,2021-09-26,4,Ferrari,216.5,15.0,391.5,175.0,22,68.2
2021,16,Turkish Grand Prix,Istanbul,Turkey,2021-10-10,4,Ferrari,232.5,16.0,427.5,195.0,22,72.7
2021,17,United States Grand Prix,Austin,United States,2021-10-24,4,Ferrari,250.5,18.0,454.5,204.0,22,77.3
2021,18,Mexico City Grand Prix,Mexico City,Mexico,2021-11-07,3,Ferrari,268.5,18.0,472.5,204.0,22,81.8
2021,19,São Paulo Grand Prix,São Paulo,Brazil,2021-11-14,3,Ferrari,286.5,18.0,512.5,226.0,22,86.4
2021,20,Qatar Grand Prix,Lusail,Qatar,2021-11-21,3,Ferrari,296.5,10.0,537.5,241.0,22,90.9
2021,21,Saudi Arabian Grand Prix,Jeddah,Saudi Arabia,2021-12-05,3,Ferrari,306.5,10.0,578.5,272.0,22,95.5
2021,22,Abu Dhabi Grand Prix,Yas Island,Abu Dhabi,2021-12-12,3,Ferrari,322.5,16.0,604.5,282.0,22,100.0
2021,1,Bahrain Grand Prix,Sakhir,Bahrain,2021-03-28,9,Haas F1 Team,0.0,0.0,41.0,41.0,22,4.5
2021,2,Emilia Romagna Grand Prix,Imola,Italy,2021-04-18,9,Haas F1 Team,0.0,0.0,60.0,60.0,22,9.1
2021,3,Portuguese Grand Prix,Portimão,Portugal,2021-05-02,9,Haas F1 Team,0.0,0.0,101.0,101.0,22,13.6
2021,4,Spanish Grand Prix,Barcelona,Spain,2021-05-09,9,Haas F1 Team,0.0,0.0,141.0,141.0,22,18.2
2021,5,Monaco Grand Prix,Monte Carlo,Monaco,2021-05-23,9,Haas F1 Team,0.0,0.0,149.0,149.0,22,22.7
2021,6,Azerbaijan Grand Prix,Baku,Azerbaijan,2021-06-06,9,Haas F1 Team,0.0,0.0,174.0,174.0,22,27.3
2021,7,French Grand Prix,Le Castellet,France,2021-06-20,9,Haas F1 Team,0.0,0.0,215.0,215.0,22,31.8
2021,8,Styrian Grand Prix,Spielberg,Austria,2021-06-27,9,Haas F1 Team,0.0,0.0,252.0,252.0,22,36.4
2021,9,Austrian Grand Prix,Spielberg,Austria,2021-07-04,9,Haas F1 Team,0.0,0.0,286.0,286.0,22,40.9
2021,10,British Grand Prix,Silverstone,Great Britain,2021-07-18,9,Haas F1 Team,0.0,0.0,286.0,286.0,22,45.5
2021,11,Hungarian Grand Prix,Budapest,Hungary,2021-08-01,10,Haas F1 Team,0.0,0.0,300.0,300.0,22,50.0
2021,12,Belgian Grand Prix,Spa-Francorchamps,Belgium,2021-08-29,10,Haas F1 Team,0.0,0.0,307.5,307.5,22,54.5
2021,13,Dutch Grand Prix,Zandvoort,Netherlands,2021-09-05,10,Haas F1 Team,0.0,0.0,341.5,341.5,22,59.1
2021,14,Italian Grand Prix,Monza,Italy,2021-09-12,10,Haas F1 Team,0.0,0.0,356.5,356.5,22,63.6
2021,15,Russian Grand Prix,Sochi,Russia,2021-09-26,10,Haas F1 Team,0.0,0.0,391.5,391.5,22,68.2
2021,16,Turkish Grand Prix,Istanbul,Turkey,2021-10-10,10,Haas F1 Team,0.0,0.0,427.5,427.5,22,72.7
2021,17,United States Grand Prix,Austin,United States,2021-10-24,10,Haas F1 Team,0.0,0.0,454.5,454.5,22,77.3
2021,18,Mexico City Grand Prix,Mexico City,Mexico,2021-11-07,10,Haas F1 Team,0.0,0.0,472.5,472.5,22,81.8
2021,19,São Paulo Grand Prix,São Paulo,Brazil,2021-11-14,10,Haas F1 Team,0.0,0.0,512.5,512.5,22,86.4
2021,20,Qatar Grand Prix,Lusail,Qatar,2021-11-21,10,Haas F1 Team,0.0,0.0,537.5,537.5,22,90.9
2021,21,Saudi Arabian Grand Prix,Jeddah,Saudi Arabia,2021-12-05,10,Haas F1 Team,0.0,0.0,578.5,578.5,22,95.5
2021,22,Abu Dhabi Grand Prix,Yas Island,Abu Dhabi,2021-12-12,10,Haas F1 Team,0.0,0.0,604.5,604.5,22,100.0
2021,1,Bahrain Grand Prix,Sakhir,Bahrain,2021-03-28,3,McLaren,18.0,18.0,41.0,23.0,22,4.5
2021,2,Emilia Romagna Grand Prix,Imola,Italy,2021-04-18,3,McLaren,41.0,23.0,60.0,19.0,22,9.1
2021,3,Portuguese Grand Prix,Portimão,Portugal,2021-05-02,3,McLaren,53.0,12.0,101.0,48.0,22,13.6
2021,4,Spanish Grand Prix,Barcelona,Spain,2021-05-09,3,McLaren,65.0,12.0,141.0,76.0,22,18.2
2021,5,Monaco Grand Prix,Monte Carlo,Monaco,2021-05-23,3,McLaren,80.0,15.0,149.0,69.0,22,22.7
2021,6,Azerbaijan Grand Prix,Baku,Azerbaijan,2021-06-06,4,McLaren,92.0,12.0,174.0,82.0,22,27.3
2021,7,French Grand Prix,Le Castellet,France,2021-06-20,3,McLaren,110.0,18.0,215.0,105.0,22,31.8
2021,8,Styrian Grand Prix,Spielberg,Austria,2021-06-27,3,McLaren,120.0,10.0,252.0,132.0,22,36.4
2021,9,Austrian Grand Prix,Spielberg,Austria,2021-07-04,3,McLaren,141.0,21.0,286.0,145.0,22,40.9
2021,10,British Grand Prix,Silverstone,Great Britain,2021-07-18,3,McLaren,163.0,22.0,286.0,123.0,22,45.5
2021,11,Hungarian Grand Prix,Budapest,Hungary,2021-08-01,4,McLaren,163.0,0.0,300.0,137.0,22,50.0
2021,12,Belgian Grand Prix,Spa-Francorchamps,Belgium,2021-08-29,3,McLaren,169.0,6.0,307.5,138.5,22,54.5
2021,13,Dutch Grand Prix,Zandvoort,Netherlands,2021-09-05,4,McLaren,170.0,1.0,341.5,171.5,22,59.1
2021,14,Italian Grand Prix,Monza,Italy,2021-09-12,3,McLaren,214.0,44.0,356.5,142.5,22,63.6
2021,15,Russian Grand Prix,Sochi,Russia,2021-09-26,3,McLaren,233.0,19.0,391.5,158.5,22,68.2
2021,16,Turkish Grand Prix,Istanbul,Turkey,2021-10-10,3,McLaren,239.0,6.0,427.5,188.5,22,72.7
2021,17,United States Grand Prix,Austin,United States,2021-10-24,3,McLaren,253.0,14.0,454.5,201.5,22,77.3
2021,18,Mexico City Grand Prix,Mexico City,Mexico,2021-11-07,4,McLaren,254.0,1.0,472.5,218.5,22,81.8
2021,19,São Paulo Grand Prix,São Paulo,Brazil,2021-11-14,4,McLaren,255.0,1.0,512.5,257.5,22,86.4
2021,20,Qatar Grand Prix,Lusail,Qatar,2021-11-21,4,McLaren,257.0,2.0,537.5,280.5,22,90.9
2021,21,Saudi Arabian Grand Prix,Jeddah,Saudi Arabia,2021-12-05,4,McLaren,268.0,11.0,578.5,310.5,22,95.5
2021,22,Abu Dhabi Grand Prix,Yas Island,Abu Dhabi,2021-12-12,4,McLaren,274.0,6.0,604.5,330.5,22,100.0
2021,1,Bahrain Grand Prix,Sakhir,Bahrain,2021-03-28,1,Mercedes,41.0,41.0,41.0,0.0,22,4.5
2021,2,Emilia Romagna Grand Prix,Imola,Italy,2021-04-18,1,Mercedes,60.0,19.0,60.0,0.0,22,9.1
2021,3,Portuguese Grand Prix,Portimão,Portugal,2021-05-02,1,Mercedes,101.0,41.0,101.0,0.0,22,13.6
2021,4,Spanish Grand Prix,Barcelona,Spain,2021-05-09,1,Mercedes,141.0,40.0,141.0,0.0,22,18.2
2021,5,Monaco Grand Prix,Monte Carlo,Monaco,2021-05-23,2,Mercedes,148.0,7.0,149.0,1.0,22,22.7
2021,6,Azerbaijan Grand Prix,Baku,Azerbaijan,2021-06-06,2,Mercedes,148.0,0.0,174.0,26.0,22,27.3
2021,7,French Grand Prix,Le Castellet,France,2021-06-20,2,Mercedes,178.0,30.0,215.0,37.0,22,31.8
2021,8,Styrian Grand Prix,Spielberg,Austria,2021-06-27,2,Mercedes,212.0,34.0,252.0,40.0,22,36.4
2021,9,Austrian Grand Prix,Spielberg,Austria,2021-07-04,2,Mercedes,242.0,30.0,286.0,44.0,22,40.9
2021,10,British Grand Prix,Silverstone,Great Britain,2021-07-18,2,Mercedes,282.0,40.0,286.0,4.0,22,45.5
2021,11,Hungarian Grand Prix,Budapest,Hungary,2021-08-01,1,Mercedes,300.0,18.0,300.0,0.0,22,50.0
2021,12,Belgian Grand Prix,Spa-Francorchamps,Belgium,2021-08-29,1,Mercedes,307.5,7.5,307.5,0.0,22,54.5
2021,13,Dutch Grand Prix,Zandvoort,Netherlands,2021-09-05,1,Mercedes,341.5,34.0,341.5,0.0,22,59.1
2021,14,Italian Grand Prix,Monza,Italy,2021-09-12,1,Mercedes,356.5,15.0,356.5,0.0,22,63.6
2021,15,Russian Grand Prix,Sochi,Russia,2021-09-26,1,Mercedes,391.5,35.0,391.5,0.0,22,68.2
2021,16,Turkish Grand Prix,Istanbul,Turkey,2021-10-10,1,Mercedes,427.5,36.0,427.5,0.0,22,72.7
2021,17,United States Grand Prix,Austin,United States,2021-10-24,1,Mercedes,454.5,27.0,454.5,0.0,22,77.3
2021,18,Mexico City Grand Prix,Mexico City,Mexico,2021-11-07,1,Mercedes,472.5,18.0,472.5,0.0,22,81.8
2021,19,São Paulo Grand Prix,São Paulo,Brazil,2021-11-14,1,Mercedes,512.5,40.0,512.5,0.0,22,86.4
2021,20,Qatar Grand Prix,Lusail,Qatar,2021-11-21,1,Mercedes,537.5,25.0,537.5,0.0,22,90.9
2021,21,Saudi Arabian Grand Prix,Jeddah,Saudi Arabia,2021-12-05,1,Mercedes,578.5,41.0,578.5,0.0,22,95.5
2021,22,Abu Dhabi Grand Prix,Yas Island,Abu Dhabi,2021-12-12,1,Mercedes,604.5,26.0,604.5,0.0,22,100.0
2021,1,Bahrain Grand Prix,Sakhir,Bahrain,2021-03-28,2,Red Bull Racing,28.0,28.0,41.0,13.0,22,4.5
2021,2,Emilia Romagna Grand Prix,Imola,Italy,2021-04-18,2,Red Bull Racing,53.0,25.0,60.0,7.0,22,9.1
2021,3,Portuguese Grand Prix,Portimão,Portugal,2021-05-02,2,Red Bull Racing,83.0,30.0,101.0,18.0,22,13.6
2021,4,Spanish Grand Prix,Barcelona,Spain,2021-05-09,2,Red Bull Racing,112.0,29.0,141.0,29.0,22,18.2
2021,5,Monaco Grand Prix,Monte Carlo,Monaco,2021-05-23,1,Red Bull Racing,149.0,37.0,149.0,0.0,22,22.7
2021,6,Azerbaijan Grand Prix,Baku,Azerbaijan,2021-06-06,1,Red Bull Racing,174.0,25.0,174.0,0.0,22,27.3
2021,7,French Grand Prix,Le Castellet,France,2021-06-20,1,Red Bull Racing,215.0,41.0,215.0,0.0,22,31.8
2021,8,Styrian Grand Prix,Spielberg,Austria,2021-06-27,1,Red Bull Racing,252.0,37.0,252.0,0.0,22,36.4
2021,9,Austrian Grand Prix,Spielberg,Austria,2021-07-04,1,Red Bull Racing,286.0,34.0,286.0,0.0,22,40.9
2021,10,British Grand Prix,Silverstone,Great Britain,2021-07-18,1,Red Bull Racing,286.0,0.0,286.0,0.0,22,45.5
2021,11,Hungarian Grand Prix,Budapest,Hungary,2021-08-01,2,Red Bull Racing,288.0,2.0,300.0,12.0,22,50.0
2021,12,Belgian Grand Prix,Spa-Francorchamps,Belgium,2021-08-29,2,Red Bull Racing,300.5,12.5,307.5,7.0,22,54.5
2021,13,Dutch Grand Prix,Zandvoort,Netherlands,2021-09-05,2,Red Bull Racing,329.5,29.0,341.5,12.0,22,59.1
2021,14,Italian Grand Prix,Monza,Italy,2021-09-12,2,Red Bull Racing,339.5,10.0,356.5,17.0,22,63.6
2021,15,Russian Grand Prix,Sochi,Russia,2021-09-26,2,Red Bull Racing,359.5,20.0,391.5,32.0,22,68.2
2021,16,Turkish Grand Prix,Istanbul,Turkey,2021-10-10,2,Red Bull Racing,392.5,33.0,427.5,35.0,22,72.7
2021,17,United States Grand Prix,Austin,United States,2021-10-24,2,Red Bull Racing,432.5,40.0,454.5,22.0,22,77.3
2021,18,Mexico City Grand Prix,Mexico City,Mexico,2021-11-07,2,Red Bull Racing,472.5,40.0,472.5,0.0,22,81.8
2021,19,São Paulo Grand Prix,São Paulo,Brazil,2021-11-14,2,Red Bull Racing,503.5,31.0,512.5,9.0,22,86.4
2021,20,Qatar Grand Prix,Lusail,Qatar,2021-11-21,2,Red Bull Racing,534.5,31.0,537.5,3.0,22,90.9
2021,21,Saudi Arabian Grand Prix,Jeddah,Saudi Arabia,2021-12-05,2,Red Bull Racing,552.5,18.0,578.5,26.0,22,95.5
2021,22,Abu Dhabi Grand Prix,Yas Island,Abu Dhabi,2021-12-12,2,Red Bull Racing,578.5,26.0,604.5,26.0,22,100.0
2021,1,Bahrain Grand Prix,Sakhir,Bahrain,2021-03-28,10,Williams,0.0,0.0,41.0,41.0,22,4.5
2021,2,Emilia Romagna Grand Prix,Imola,Italy,2021-04-18,10,Williams,0.0,0.0,60.0,60.0,22,9.1
2021,3,Portuguese Grand Prix,Portimão,Portugal,2021-05-02,10,Williams,0.0,0.0,101.0,101.0,22,13.6
2021,4,Spanish Grand Prix,Barcelona,Spain,2021-05-09,10,Williams,0.0,0.0,141.0,141.0,22,18.2
2021,5,Monaco Grand Prix,Monte Carlo,Monaco,2021-05-23,10,Williams,0.0,0.0,149.0,149.0,22,22.7
2021,6,Azerbaijan Grand Prix,Baku,Azerbaijan,2021-06-06,10,Williams,0.0,0.0,174.0,174.0,22,27.3
2021,7,French Grand Prix,Le Castellet,France,2021-06-20,10,Williams,0.0,0.0,215.0,215.0,22,31.8
2021,8,Styrian Grand Prix,Spielberg,Austria,2021-06-27,10,Williams,0.0,0.0,252.0,252.0,22,36.4
2021,9,Austrian Grand Prix,Spielberg,Austria,2021-07-04,10,Williams,0.0,0.0,286.0,286.0,22,40.9
2021,10,British Grand Prix,Silverstone,Great Britain,2021-07-18,10,Williams,0.0,0.0,286.0,286.0,22,45.5
2021,11,Hungarian Grand Prix,Budapest,Hungary,2021-08-01,8,Williams,10.0,10.0,300.0,290.0,22,50.0
2021,12,Belgian Grand Prix,Spa-Francorchamps,Belgium,2021-08-29,8,Williams,20.0,10.0,307.5,287.5,22,54.5
2021,13,Dutch Grand Prix,Zandvoort,Netherlands,2021-09-05,8,Williams,20.0,0.0,341.5,321.5,22,59.1
2021,14,Italian Grand Prix,Monza,Italy,2021-09-12,8,Williams,22.0,2.0,356.5,334.5,22,63.6
